,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_frisk,reason_for_search,reason_for_stop
123502,25.0,hispanic,female,False,True,False,False,False,True,True,,Other Official Information,Speed Limit Violation
123534,47.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
123535,49.0,white,male,False,False,True,False,True,False,False,Other Official Information,Other Official Information,Safe Movement Violation
123541,19.0,white,female,False,True,False,False,False,True,True,,Other Official Information,Speed Limit Violation
123552,42.0,black,male,False,True,False,False,True,True,False,Other Official Information,Other Official Information,Investigation
123585,25.0,black,male,True,False,False,True,False,True,True,,Informant Tip,Investigation
123600,36.0,white,male,False,True,False,False,False,True,True,,Witness Observation,Investigation
123603,41.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
123636,20.0,white,male,False,False,False,False,False,True,True,,Other Official Information,Investigation
123638,26.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
123640,21.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
123644,21.0,white,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
123657,20.0,black,female,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
123706,36.0,white,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
123724,49.0,black,male,False,True,False,False,False,True,False,,Other Official Information,Vehicle Equipment Violation
123730,15.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
123738,23.0,black,male,False,False,False,False,False,True,True,,Other Official Information,Investigation
123742,52.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
123794,24.0,white,female,True,False,False,False,False,False,True,,Other Official Information,Stop Light/Sign Violation
123795,24.0,white,male,True,False,False,False,False,False,True,,Other Official Information,Driving While Impaired
123974,24.0,hispanic,male,True,False,False,True,False,True,True,,Other Official Information,Driving While Impaired
124082,31.0,white,female,False,False,True,False,False,False,True,,Other Official Information,Vehicle Regulatory Violation
124108,15.0,hispanic,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
124118,31.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
124165,21.0,black,female,True,False,False,True,False,True,True,,Other Official Information,Speed Limit Violation
124174,27.0,white,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
124254,43.0,white,male,True,False,False,True,False,True,True,,Other Official Information,Other Motor Vehicle Violation
124255,41.0,black,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
124256,24.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Safe Movement Violation
124257,19.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
124262,30.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124263,39.0,white,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
124264,41.0,white,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
124270,46.0,white,male,False,False,True,False,False,True,True,,Suspicious Movement,Investigation
124272,20.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
124273,43.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
124274,24.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Safe Movement Violation
124275,36.0,black,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
124277,22.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
124279,31.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
124280,30.0,white,male,False,False,True,True,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
124282,17.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
124283,40.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
124284,41.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
124285,41.0,black,male,True,False,False,True,False,True,True,,Other Official Information,Investigation
124286,22.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
124288,17.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
124295,19.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
124296,32.0,hispanic,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
124299,34.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124301,21.0,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
124307,35.0,hispanic,male,False,False,True,False,False,True,True,,Other Official Information,Driving While Impaired
124308,42.0,white,male,False,True,False,False,True,True,False,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Stop Light/Sign Violation
124309,29.0,white,male,True,False,False,False,False,True,True,,Witness Observation,Driving While Impaired
124310,46.0,black,female,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Investigation
124312,26.0,black,male,False,True,False,True,False,True,True,,Other Official Information,Investigation
124314,38.0,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
124320,24.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
124321,25.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
124322,46.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
124323,22.0,hispanic,male,False,False,True,False,True,True,False,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Safe Movement Violation
124337,20.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
124352,16.0,black,female,False,True,False,False,False,True,False,,Suspicious Movement,Speed Limit Violation
124356,17.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
124358,36.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
124368,35.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
124371,24.0,black,female,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
124438,18.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
124455,57.0,black,male,False,False,True,False,False,False,True,,Observation of Suspected Contraband,Safe Movement Violation
124466,24.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
124496,31.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124498,27.0,hispanic,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
124513,20.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
124518,20.0,hispanic,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
124527,39.0,black,male,False,True,False,False,True,True,True,Other Official Information,Other Official Information,Speed Limit Violation
124535,18.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
124543,20.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124547,19.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
124633,27.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
124682,25.0,hispanic,male,False,False,True,False,False,False,False,,Erratic/Suspicious Behavior,Investigation
124721,20.0,black,female,False,True,False,False,False,False,True,,Other Official Information,Other Motor Vehicle Violation
124774,41.0,black,male,False,True,False,False,False,True,False,,Suspicious Movement,Speed Limit Violation
124780,39.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
124781,46.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
124782,24.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124783,33.0,white,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124784,23.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
124785,33.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
124808,30.0,black,male,False,True,False,True,False,True,False,,Observation of Suspected Contraband,Vehicle Regulatory Violation
124955,54.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Driving While Impaired
124956,19.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124957,49.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
124972,24.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Investigation
124973,22.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
124981,34.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
124982,28.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
124983,36.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
124985,19.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
124997,18.0,unknown,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
125001,37.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125004,45.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
125005,33.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
125007,31.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
125008,27.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125021,49.0,white,male,False,True,False,True,False,True,True,,Other Official Information,Investigation
125027,20.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
125042,20.0,white,male,True,False,False,True,False,True,True,,Other Official Information,Investigation
125046,41.0,hispanic,male,False,True,False,False,True,True,False,Other Official Information,Other Official Information,Stop Light/Sign Violation
125051,46.0,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Investigation
125053,24.0,white,female,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
125162,21.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
125163,24.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
125169,29.0,white,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
125170,32.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
125193,23.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Stop Light/Sign Violation
125200,46.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
125212,34.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
125213,23.0,black,male,False,False,True,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
125214,24.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Safe Movement Violation
125220,30.0,hispanic,male,False,True,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
125225,22.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
125232,31.0,black,female,True,False,False,False,False,True,False,,Other Official Information,Driving While Impaired
125233,40.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
125234,26.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
125235,52.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125239,24.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
125240,42.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125249,17.0,asian/pacific islander,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
125250,31.0,black,male,False,True,False,True,False,True,True,,Other Official Information,Stop Light/Sign Violation
125251,19.0,black,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125252,20.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125258,26.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
125259,58.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125265,21.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
125267,24.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125268,48.0,white,male,False,True,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
125276,42.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
125284,29.0,asian/pacific islander,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125369,24.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
125376,40.0,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
125378,24.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
125385,28.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125390,27.0,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
125396,28.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
125420,20.0,white,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
125426,23.0,asian/pacific islander,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125435,21.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125439,40.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
125446,28.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
125451,23.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
125461,25.0,black,male,False,True,False,True,False,True,True,,Suspicious Movement,Safe Movement Violation
125464,47.0,black,male,False,False,True,True,False,True,True,,Other Official Information,Stop Light/Sign Violation
125466,31.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
125468,59.0,unknown,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
125474,23.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
125475,38.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Stop Light/Sign Violation
125485,50.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
125491,48.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
125505,19.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
125514,19.0,black,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
125527,23.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125528,36.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
125531,18.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125540,32.0,other,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
125542,20.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
125547,30.0,white,female,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125548,22.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
125549,25.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Safe Movement Violation
125558,23.0,hispanic,male,True,False,False,False,False,True,False,,Other Official Information,Speed Limit Violation
125596,22.0,white,male,True,False,False,True,False,True,True,,Suspicious Movement,Investigation
125598,20.0,black,female,True,False,False,True,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
125611,42.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125614,29.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
125625,20.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125634,34.0,white,female,False,True,False,False,False,True,True,,Other Official Information,Investigation
125635,41.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125659,22.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125678,25.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
125680,22.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
125719,31.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Safe Movement Violation
125745,35.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
125747,22.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
125845,21.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
125846,24.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
125858,22.0,black,male,True,False,False,True,True,True,True,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Stop Light/Sign Violation
125859,19.0,black,male,False,False,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
125872,19.0,black,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
125873,40.0,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
125876,34.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
125878,20.0,hispanic,female,False,False,True,False,False,True,True,,Other Official Information,Speed Limit Violation
125887,17.0,hispanic,male,False,True,False,False,False,False,False,,Other Official Information,Safe Movement Violation
125930,38.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Seat Belt Violation
125931,22.0,black,male,True,False,False,True,False,True,True,,Other Official Information,Speed Limit Violation
125937,19.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
125942,35.0,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
125943,26.0,black,male,False,False,True,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
125944,21.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
125945,21.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
125946,27.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
125954,34.0,white,male,True,False,False,True,False,True,True,,Suspicious Movement,Driving While Impaired
126034,31.0,white,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
126166,28.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
126253,24.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
126346,34.0,white,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
126352,36.0,white,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
126361,24.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
126461,17.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
126469,29.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
126473,20.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
126479,29.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
126480,33.0,black,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
126483,41.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
126495,22.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
126498,39.0,white,male,True,False,False,True,False,True,True,,Informant Tip,Investigation
126503,23.0,black,male,False,False,True,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
126504,18.0,white,male,False,False,True,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
126511,33.0,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
126519,19.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
126557,50.0,white,male,False,False,True,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
126569,24.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
126578,40.0,black,male,False,True,False,True,False,True,True,,Informant Tip,Vehicle Equipment Violation
126600,16.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
126615,18.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
126637,15.0,black,male,True,False,False,True,False,True,True,,Witness Observation,Speed Limit Violation
126639,33.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
126708,19.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
126709,17.0,white,female,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
126730,44.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Stop Light/Sign Violation
126731,24.0,black,male,True,False,False,True,True,True,True,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Driving While Impaired
126732,18.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
126733,43.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
126734,27.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
126760,30.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
126770,44.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
126771,24.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
126795,36.0,black,male,False,False,True,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
126890,27.0,hispanic,male,False,True,False,False,False,True,True,,Other Official Information,Safe Movement Violation
126892,23.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
126902,60.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
126903,20.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
126905,19.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
126906,33.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
126907,23.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
126925,26.0,hispanic,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
126926,16.0,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
126945,19.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
126947,28.0,black,male,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
126984,20.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
127005,26.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Seat Belt Violation
127009,20.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
127027,18.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
127099,55.0,black,male,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
127111,21.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
127119,18.0,asian/pacific islander,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
127122,39.0,black,male,False,False,True,False,False,True,True,,Other Official Information,Investigation
127123,35.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
127124,40.0,white,male,False,False,True,False,False,True,True,,Other Official Information,Investigation
127125,36.0,white,female,False,True,False,True,False,True,True,,Other Official Information,Investigation
127127,35.0,black,male,True,False,False,False,False,True,True,,Witness Observation,Vehicle Equipment Violation
127147,55.0,white,male,False,False,True,False,False,False,True,,Other Official Information,Investigation
127153,40.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
127158,17.0,black,female,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
127171,36.0,black,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
127173,48.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
127175,26.0,hispanic,male,False,True,False,False,False,True,True,,Other Official Information,Stop Light/Sign Violation
127196,19.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
127201,21.0,white,male,False,False,True,False,False,True,True,,Suspicious Movement,Safe Movement Violation
127207,23.0,black,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
127208,18.0,white,female,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Stop Light/Sign Violation
127261,24.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
127262,25.0,white,female,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
127263,21.0,white,female,False,False,True,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
127290,36.0,black,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
127296,33.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
127297,20.0,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
127298,49.0,white,male,False,True,False,False,False,True,True,,Informant Tip,Investigation
127327,18.0,white,male,False,False,True,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
127344,44.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
127352,30.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
127356,30.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
127359,30.0,white,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
127360,53.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
