,subject_age,subject_race,subject_sex,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_stop,reason_for_search
129435,23.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
129441,26.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
129452,25.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
129504,36.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
129505,50.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
129507,37.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129522,40.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129607,25.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129608,18.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129635,21.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
129636,25.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
129639,47.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129806,23.0,hispanic,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
130033,16.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130034,18.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130043,19.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
130048,30.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
130191,30.0,black,male,False,False,True,False,CALL FOR SERVICE,CONSENT
130224,38.0,black,male,True,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
130250,28.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130251,24.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130262,35.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130263,30.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130264,27.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130279,29.0,white,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130280,35.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130286,23.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
130299,33.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
130332,20.0,black,female,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
130333,32.0,black,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
130351,26.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130352,26.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130353,25.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130354,25.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130355,23.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130356,23.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130357,22.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130358,22.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130359,21.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130360,21.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130557,23.0,hispanic,female,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130679,41.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
130687,15.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
130704,39.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
130888,19.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
130900,37.0,white,female,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,NA|PROBABLE CAUSE
130901,15.0,hispanic,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
130902,14.0,hispanic,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
130915,18.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
131023,18.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
131075,27.0,hispanic,male,True,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
131076,19.0,hispanic,male,True,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
131170,22.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
131174,48.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
131211,26.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
131269,20.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
131578,22.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
132167,34.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
132371,46.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
132474,55.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
132669,26.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
132999,36.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133010,29.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133070,21.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133145,23.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
133439,20.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133465,18.0,black,male,False,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
133466,17.0,black,male,False,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
133475,18.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
133476,17.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
133687,32.0,hispanic,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,NA|FRISK FOR SAFETY|FRISK FOR SAFETY
133688,28.0,hispanic,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
133788,19.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133789,18.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133807,31.0,black,male,False,True,True,False,OTHER,FRISK FOR SAFETY
133814,47.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
133844,23.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
133849,33.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
134204,63.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
134259,19.0,black,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
134260,18.0,black,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
134261,19.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
134286,22.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
134585,52.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
134645,28.0,black,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
134692,41.0,white,female,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
134693,50.0,white,male,True,False,True,True,CALL FOR SERVICE,CONSENT
134725,21.0,white,male,True,True,True,False,OTHER,FRISK FOR SAFETY
134729,18.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
134733,28.0,white,male,True,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
134736,42.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
134754,28.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
134779,28.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
134948,24.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
135250,23.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
135257,20.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
135360,24.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
135372,41.0,black,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
135403,27.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
135424,22.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
135540,36.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
135680,35.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
135681,27.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
135745,26.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
135746,20.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
135812,50.0,white,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
135980,38.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
135998,27.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
136001,31.0,white,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
136201,18.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY|NA
136216,21.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136218,19.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136279,26.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
136303,32.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136326,23.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136355,51.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
136386,32.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136387,26.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
136405,24.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
136406,20.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
136415,33.0,white,female,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
136416,40.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
136499,30.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136700,21.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136705,27.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
136707,21.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
136725,48.0,hispanic,female,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
136728,50.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136737,24.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
136879,19.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
136886,18.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
136892,69.0,black,male,True,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
136902,24.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
136920,20.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
136944,25.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
136987,20.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE|NA
137091,34.0,unknown,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137125,47.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137129,33.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
137169,26.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
137227,16.0,black,male,False,True,True,False,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
137255,56.0,white,male,True,True,True,False,OTHER,FRISK FOR SAFETY
137265,24.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
137266,29.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
137268,23.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137274,25.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
137294,21.0,black,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
137300,48.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
137316,27.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
137332,31.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
137357,17.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,NA|FRISK FOR SAFETY
137412,25.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
137438,35.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
137458,21.0,white,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
137464,27.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137520,23.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137523,18.0,hispanic,male,False,False,True,True,OTHER,PROBABLE CAUSE
137530,19.0,hispanic,male,False,False,True,False,OTHER,PROBABLE CAUSE
137558,28.0,white,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
137566,21.0,hispanic,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
137572,39.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
137592,23.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
137600,33.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
137601,25.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
137623,25.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
137657,21.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
137695,33.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
137699,24.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137700,21.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137785,37.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137826,39.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137862,17.0,white,female,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137863,16.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
137932,41.0,black,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
138032,19.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138048,37.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138122,36.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
138298,24.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
138299,21.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
138313,27.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
138372,46.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138476,36.0,hispanic,male,False,True,True,False,OTHER,FRISK FOR SAFETY
138551,21.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138552,19.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138553,19.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138586,24.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
138603,25.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138637,34.0,hispanic,male,True,True,True,False,OTHER,FRISK FOR SAFETY
138638,27.0,hispanic,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138666,56.0,hispanic,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
138735,18.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
138750,24.0,black,male,False,True,True,True,OTHER,FRISK FOR SAFETY
138751,44.0,black,female,False,True,True,True,OTHER,FRISK FOR SAFETY
138813,26.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
138885,30.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
138944,20.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,NA|FRISK FOR SAFETY
138961,41.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
139013,25.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
139018,46.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
139121,20.0,hispanic,male,False,False,True,False,OTHER,INCIDENTAL TO ARREST
139125,27.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
139134,53.0,white,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139141,22.0,hispanic,male,False,True,True,False,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
139142,17.0,hispanic,male,False,True,True,False,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
139159,53.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139175,53.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
139260,21.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
139261,21.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
139274,28.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139296,28.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
139298,27.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
139306,18.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
139400,24.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139404,23.0,black,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139419,18.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139430,26.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
139499,24.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
139527,27.0,hispanic,male,True,True,True,False,OTHER,FRISK FOR SAFETY
139549,32.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
139550,24.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
139569,27.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
139580,32.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
139616,24.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
139631,25.0,white,male,False,True,False,True,OTHER,FRISK FOR SAFETY
139632,20.0,white,male,False,True,False,True,OTHER,FRISK FOR SAFETY
139640,25.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
