,subject_age,subject_race,subject_sex,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_stop,reason_for_search
252695,23.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
252751,38.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
252776,21.0,white,male,False,False,True,True,OTHER,NA|CONSENT
252787,29.0,hispanic,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
252788,29.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
252789,20.0,white,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
252790,19.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
252799,20.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
252800,28.0,hispanic,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
252804,24.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
252805,18.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
252807,21.0,hispanic,female,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
252808,22.0,hispanic,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
252836,28.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
252870,43.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
252878,37.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
252879,37.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
252881,26.0,white,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
252934,59.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
253026,31.0,black,male,False,True,True,True,OTHER,FRISK FOR SAFETY
253037,21.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253134,27.0,black,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
253138,32.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253139,29.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253140,26.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
253143,25.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253144,22.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253147,31.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253159,40.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253180,27.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253191,23.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253192,22.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253273,39.0,black,male,False,True,True,True,OTHER,FRISK FOR SAFETY
253310,49.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253430,27.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
253457,42.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
253471,46.0,hispanic,female,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
253480,21.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
253494,23.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253518,34.0,hispanic,female,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
253593,25.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253598,25.0,white,male,True,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
253667,19.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253688,35.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
253698,24.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
253726,46.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
253734,24.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253797,38.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
253845,40.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253864,17.0,hispanic,female,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253865,22.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253868,20.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
253887,28.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
253899,28.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253900,27.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
253913,27.0,black,male,False,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
253959,25.0,black,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,CONSENT
254043,27.0,hispanic,male,False,False,True,False,OTHER,PROBABLE CAUSE
254071,27.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254080,24.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254084,52.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254095,21.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254096,19.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254105,29.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
254157,24.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254183,18.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254204,18.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254214,22.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254297,44.0,asian/pacific islander,male,True,True,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254318,37.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
254332,21.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254337,34.0,white,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
254338,28.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
254422,23.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
254425,31.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254434,34.0,white,male,False,True,True,False,WATER SAFETY ACT,FRISK FOR SAFETY
254435,21.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254436,20.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254437,19.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254438,18.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254445,28.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
254451,18.0,hispanic,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,CONSENT
254452,15.0,hispanic,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,CONSENT
254472,19.0,hispanic,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
254494,41.0,white,female,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254495,49.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254503,50.0,black,male,True,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
254504,23.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254548,49.0,hispanic,male,False,False,False,True,CALL FOR SERVICE,PROBABLE CAUSE
254549,18.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
254550,16.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
254588,31.0,black,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
254589,24.0,black,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST
254590,21.0,black,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
254687,44.0,white,female,False,False,True,True,CALL FOR SERVICE,CONSENT
254710,17.0,hispanic,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,NA|PROBABLE CAUSE
254714,35.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254822,19.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254833,20.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254892,22.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254896,19.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254897,42.0,white,female,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254918,31.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
254931,23.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254942,21.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254943,24.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
254945,31.0,hispanic,female,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254946,53.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254949,41.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
254950,33.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
254952,45.0,hispanic,male,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254953,45.0,hispanic,male,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
254954,29.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
254977,18.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
254987,27.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
255051,38.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255087,42.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW
255096,24.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255304,36.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255305,29.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255341,19.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255342,18.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255343,18.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255344,17.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255411,43.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255431,20.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255443,34.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255444,33.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255448,42.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
255497,22.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
255536,28.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
255617,21.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
255684,54.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
255728,48.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
255738,19.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255739,19.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255755,58.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255804,61.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255857,56.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
255884,31.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255888,27.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
255889,26.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
255897,29.0,white,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
255898,28.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
255905,32.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255906,21.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
255912,44.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
255988,27.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256002,46.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256007,50.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256008,45.0,other,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256020,29.0,white,male,True,False,True,True,OTHER,PROBABLE CAUSE
256155,28.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256186,34.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256194,27.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256199,40.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256204,17.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256205,22.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256206,20.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256211,24.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256235,53.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256239,46.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256251,26.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
256325,25.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
256348,38.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256363,22.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256370,27.0,white,male,True,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
256402,19.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256431,30.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256432,27.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256456,18.0,hispanic,male,True,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
256471,38.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256472,28.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256547,36.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256553,36.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256627,30.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256637,39.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
256684,21.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256685,26.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256686,22.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256697,37.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256705,29.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256717,20.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256783,28.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
256814,22.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256818,23.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
256821,27.0,hispanic,male,True,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
256832,20.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256833,19.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256834,20.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256869,23.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256952,33.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256957,42.0,hispanic,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256960,41.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256965,24.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
256966,23.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256988,28.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256989,25.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
256991,33.0,white,female,True,False,True,False,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
257077,23.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
257078,20.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
257083,21.0,hispanic,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
257084,21.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
257087,47.0,white,female,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
257175,22.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
257335,35.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257342,20.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257343,21.0,hispanic,female,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257344,18.0,hispanic,female,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257346,19.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257457,19.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257465,56.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257481,51.0,hispanic,male,False,False,True,False,OTHER,PROBABLE CAUSE
257545,40.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257584,19.0,hispanic,female,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257585,19.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257586,22.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257587,19.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257594,30.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257595,30.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257596,44.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257608,32.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257616,51.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257620,28.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
257623,21.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
257644,44.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
257645,29.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
257646,21.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
257718,21.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257771,24.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
257799,25.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
257906,24.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
257907,19.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
258098,34.0,other,male,True,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
258149,19.0,hispanic,male,False,False,True,False,VIOLATION OF CITY ORDINANCE,CONSENT
258150,28.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
258154,34.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
258157,32.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
258163,22.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
258166,20.0,black,male,True,True,True,True,OTHER,FRISK FOR SAFETY
258175,58.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
258246,30.0,black,female,True,False,True,True,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
258251,23.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
258252,22.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
