,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_vehicle,reason_for_stop
118061,30.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118135,29.0,hispanic,male,False,False,False,False,True,Moving Violation
118145,22.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118152,24.0,black,male,False,True,False,False,True,Moving Violation
118169,25.0,hispanic,male,False,True,False,False,True,Moving Violation
118173,45.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
118204,25.0,white,male,False,True,False,True,True,Moving Violation
118217,25.0,black,male,False,False,True,True,True,Moving Violation
118222,48.0,black,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118238,23.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118259,30.0,white,male,False,True,False,False,True,Moving Violation
118273,40.0,black,male,False,True,False,False,True,Moving Violation
118282,23.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118285,43.0,black,female,False,True,False,False,True,Moving Violation
118288,24.0,black,male,False,False,True,True,True,Moving Violation
118337,22.0,black,female,True,False,False,False,True,Moving Violation
118342,59.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118391,41.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118395,52.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
118400,31.0,black,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118404,37.0,hispanic,male,False,True,False,False,True,Moving Violation
118421,27.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
118422,25.0,white,male,False,False,False,False,True,Moving Violation
118432,28.0,white,male,False,True,False,False,True,Moving Violation
118434,37.0,black,male,False,True,False,False,True,Moving Violation
118439,31.0,white,male,False,False,False,False,True,Moving Violation
118465,38.0,hispanic,male,True,False,False,False,True,Moving Violation
118495,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118572,41.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118579,33.0,hispanic,male,False,True,False,False,True,Moving Violation
118630,24.0,hispanic,male,False,True,False,False,True,Moving Violation
118645,22.0,black,male,False,True,False,False,True,Moving Violation
118652,28.0,black,male,False,True,False,True,True,Moving Violation
118716,29.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118774,21.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118799,49.0,white,male,True,False,False,True,True,Moving Violation
118828,58.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
118844,30.0,black,male,False,False,True,False,True,Moving Violation
118885,28.0,hispanic,male,False,True,False,False,True,Moving Violation
118892,40.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118894,20.0,black,male,False,False,True,False,True,Moving Violation
118906,40.0,white,female,True,False,False,True,True,Moving Violation
118910,44.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118924,45.0,asian/pacific islander,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
118938,20.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118943,22.0,other,male,False,False,True,False,True,Moving Violation
118950,38.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
118961,27.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118962,35.0,white,male,True,False,False,True,True,Moving Violation
118963,24.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118974,20.0,black,male,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
118976,32.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118979,32.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
118982,30.0,black,male,False,False,True,False,True,Moving Violation
118992,33.0,black,male,False,False,False,False,True,Moving Violation
119017,68.0,black,male,True,False,False,True,True,Moving Violation
119032,50.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119035,44.0,black,male,True,False,False,True,True,Moving Violation
119054,33.0,other,male,True,False,False,False,True,Moving Violation
119059,25.0,black,male,False,False,True,False,True,Moving Violation
119070,49.0,black,male,False,False,True,True,True,Moving Violation
119071,22.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119076,30.0,hispanic,male,False,False,False,False,True,Moving Violation
119085,62.0,white,male,False,True,False,False,True,Moving Violation
119125,19.0,hispanic,male,True,False,False,False,True,Moving Violation
119128,31.0,other,male,False,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
119149,17.0,hispanic,male,True,False,False,False,True,Moving Violation
119157,42.0,black,male,False,True,False,False,True,Moving Violation
119160,23.0,other,male,False,True,False,False,True,Moving Violation
119161,51.0,white,male,True,False,False,True,True,Moving Violation
119163,30.0,hispanic,male,False,True,False,False,True,Moving Violation
119196,56.0,hispanic,male,False,True,False,False,True,Moving Violation
119202,25.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119208,52.0,white,male,True,False,False,True,True,Moving Violation
119209,21.0,asian/pacific islander,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119233,24.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119234,42.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119245,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119250,29.0,black,male,False,True,False,False,True,Moving Violation
119254,62.0,white,male,True,False,False,False,True,Moving Violation
119255,53.0,white,male,False,True,False,False,True,Moving Violation
119268,20.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119275,45.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119280,37.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119282,39.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119285,27.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119286,25.0,black,male,False,True,False,False,True,Moving Violation
119302,19.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119320,42.0,black,female,False,True,False,False,True,Moving Violation
119347,61.0,white,male,False,True,False,False,True,Moving Violation
119354,25.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119403,25.0,asian/pacific islander,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119423,24.0,white,female,True,False,False,True,True,Moving Violation
119431,41.0,hispanic,male,False,False,False,False,True,Traffic Collision
119435,60.0,black,female,False,True,False,False,True,Moving Violation
119456,28.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119460,37.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119483,18.0,white,male,False,False,False,False,True,Traffic Collision
119487,41.0,hispanic,male,False,False,False,False,True,Traffic Collision
119489,30.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119503,25.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119504,38.0,other,male,True,False,False,True,True,Moving Violation
119507,46.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119510,43.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119511,41.0,hispanic,male,True,False,False,False,True,Moving Violation
119512,33.0,hispanic,male,True,False,False,False,True,Moving Violation
119526,20.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119527,26.0,black,male,False,True,False,False,True,Moving Violation
119528,51.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119534,39.0,black,male,False,True,False,False,True,Moving Violation
119539,20.0,white,male,False,True,False,False,True,Moving Violation
119544,40.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119556,50.0,white,male,False,True,False,True,True,Moving Violation
119596,36.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119621,23.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119622,33.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119632,55.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119635,19.0,black,male,False,False,True,False,True,Moving Violation
119655,25.0,hispanic,male,False,False,False,False,True,Moving Violation
119662,27.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119673,31.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119711,41.0,hispanic,male,False,False,False,False,True,Moving Violation
119712,46.0,white,male,True,False,False,False,True,Moving Violation
119721,31.0,hispanic,male,False,True,False,False,True,Moving Violation
119726,29.0,white,female,False,False,True,True,True,Moving Violation
119745,53.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119764,21.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
119776,22.0,hispanic,male,False,True,False,False,True,Moving Violation
119834,24.0,white,male,False,True,False,False,True,Moving Violation
119852,29.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
119911,21.0,black,male,False,True,False,False,True,Moving Violation
119942,41.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120009,39.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120015,22.0,black,male,False,True,False,True,True,Moving Violation
120038,26.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120091,22.0,black,male,False,True,False,False,True,Moving Violation
120105,37.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120161,55.0,hispanic,male,True,False,False,False,True,Moving Violation
120176,36.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120178,20.0,black,male,True,False,False,False,True,Moving Violation
120198,23.0,hispanic,male,False,True,False,False,True,Moving Violation
120204,29.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120206,30.0,black,male,False,True,False,False,True,Moving Violation
120218,51.0,white,male,False,False,False,False,True,Moving Violation
120244,22.0,other,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120251,55.0,black,male,False,False,True,True,True,Moving Violation
120282,19.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120289,35.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120303,35.0,black,female,False,True,False,False,True,Moving Violation
120306,29.0,white,male,False,True,False,False,True,Moving Violation
120307,40.0,hispanic,male,False,False,False,False,True,Moving Violation
120319,50.0,black,male,False,True,False,False,True,Moving Violation
120325,38.0,white,male,False,False,False,False,True,Moving Violation
120331,25.0,black,female,False,True,False,False,True,Moving Violation
120333,60.0,black,male,False,True,False,False,True,Moving Violation
120390,32.0,other,male,False,False,True,False,True,Moving Violation
120396,56.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120447,32.0,white,female,True,False,False,False,True,Moving Violation
120457,40.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120464,26.0,white,male,False,True,False,False,True,Moving Violation
120470,32.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120473,36.0,hispanic,male,True,False,False,True,True,Moving Violation
120495,25.0,black,male,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
120500,25.0,black,male,False,True,False,False,True,Moving Violation
120514,47.0,asian/pacific islander,female,False,True,False,True,True,Moving Violation
120517,55.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120536,21.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120571,19.0,hispanic,male,False,True,False,False,True,Moving Violation
120610,29.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120614,24.0,black,male,False,True,False,False,True,Moving Violation
120651,39.0,white,male,False,False,True,False,True,Moving Violation
120675,29.0,black,male,True,False,False,False,True,BOLO/APB/Warrant
120688,18.0,white,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
120742,20.0,other,male,False,True,False,False,True,Moving Violation
120755,20.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120760,21.0,asian/pacific islander,male,True,False,False,False,True,Moving Violation
120779,19.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120782,24.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120794,35.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120799,27.0,black,male,False,False,True,False,True,Moving Violation
120814,36.0,black,male,False,True,False,False,True,BOLO/APB/Warrant
120881,18.0,white,male,False,True,False,True,True,Moving Violation
120890,39.0,black,male,False,True,False,False,True,Moving Violation
120902,23.0,white,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
120912,49.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
120919,28.0,black,male,False,True,False,False,True,Moving Violation
120922,49.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
120973,37.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121024,19.0,white,male,False,False,False,False,True,Moving Violation
121056,25.0,hispanic,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121058,21.0,black,male,False,False,True,False,True,DUI Check
121066,45.0,other,male,True,False,False,True,True,Moving Violation
121068,38.0,other,male,False,False,True,False,True,Moving Violation
121079,32.0,black,male,False,False,True,True,True,Moving Violation
121085,40.0,asian/pacific islander,female,True,False,False,True,True,Moving Violation
121118,25.0,black,male,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
121125,21.0,black,male,False,False,True,False,True,Moving Violation
121135,19.0,hispanic,male,False,True,False,False,True,Moving Violation
121147,35.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
121172,23.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121201,26.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121222,25.0,hispanic,female,False,True,False,False,True,Moving Violation
121224,28.0,hispanic,male,False,True,False,False,True,Moving Violation
121266,29.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121286,28.0,white,male,True,False,False,False,True,Moving Violation
121288,23.0,black,male,False,False,True,False,True,Moving Violation
121289,38.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121292,25.0,white,male,False,False,True,False,True,Moving Violation
121301,31.0,black,male,False,True,False,False,True,Moving Violation
121304,22.0,hispanic,male,True,False,False,True,True,Moving Violation
121306,37.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121311,25.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121312,28.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
121336,26.0,other,male,False,True,False,False,True,Moving Violation
121350,30.0,hispanic,male,True,False,False,False,True,Moving Violation
121412,18.0,hispanic,female,False,False,False,False,True,Moving Violation
121427,46.0,black,male,True,False,False,True,True,Moving Violation
121431,22.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
121433,34.0,white,male,True,False,False,True,True,Moving Violation
121440,40.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
121454,33.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
121458,24.0,white,male,False,False,True,False,True,Moving Violation
121467,28.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121474,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121495,16.0,black,male,True,False,False,False,True,Moving Violation
121531,45.0,white,male,False,False,False,False,True,Moving Violation
121533,54.0,white,male,True,False,False,True,True,Moving Violation
121535,25.0,black,male,False,True,False,False,True,Moving Violation
121542,43.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121544,18.0,white,male,True,False,False,True,True,Moving Violation
121569,17.0,asian/pacific islander,male,False,True,False,False,True,Traffic Collision
121631,27.0,asian/pacific islander,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
121632,28.0,hispanic,male,False,True,False,False,True,Moving Violation
121642,32.0,asian/pacific islander,male,False,True,False,True,True,Moving Violation
121653,34.0,other,female,False,False,False,False,True,Moving Violation
121664,34.0,black,male,False,False,True,False,True,Moving Violation
121666,31.0,white,male,False,True,False,False,True,Moving Violation
121734,34.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121796,16.0,black,male,True,False,False,False,True,Moving Violation
121800,37.0,black,female,True,False,False,True,True,Moving Violation
121821,30.0,black,female,False,True,False,False,True,Moving Violation
121855,47.0,black,male,False,False,False,False,True,Traffic Collision
121861,32.0,other,male,True,True,False,False,True,Moving Violation
121895,23.0,white,male,True,False,False,True,True,Moving Violation
121897,20.0,black,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121912,53.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
121973,25.0,other,male,False,True,False,True,True,Moving Violation
121988,36.0,black,male,False,True,False,False,True,Moving Violation
121998,33.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122044,35.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122046,24.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122084,38.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122088,26.0,hispanic,male,False,True,False,False,True,Moving Violation
122092,48.0,black,female,False,True,False,False,True,Moving Violation
122093,35.0,hispanic,male,False,False,False,False,True,DUI Check
122099,20.0,other,female,True,False,False,True,True,Moving Violation
122100,43.0,white,male,True,False,False,True,True,Moving Violation
122107,35.0,other,female,True,False,False,True,True,Moving Violation
122117,28.0,black,female,False,False,True,False,True,Moving Violation
122120,20.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122122,29.0,black,male,False,False,True,False,True,Moving Violation
122136,32.0,white,male,False,True,False,False,True,Moving Violation
122159,28.0,asian/pacific islander,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
122161,46.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122188,34.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122211,35.0,hispanic,male,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
122254,32.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122301,23.0,white,male,False,False,False,False,True,Moving Violation
122304,55.0,black,male,True,False,False,True,True,Moving Violation
122310,47.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122358,35.0,white,female,True,False,False,True,True,Moving Violation
122359,35.0,white,female,True,False,False,True,True,Moving Violation
122360,24.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122364,47.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122367,26.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122369,21.0,hispanic,male,False,True,False,False,True,Moving Violation
122370,21.0,hispanic,male,False,True,False,False,True,Moving Violation
122384,35.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122388,26.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122393,27.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122413,32.0,white,male,True,False,False,False,True,Moving Violation
122431,44.0,white,male,False,False,True,False,True,Moving Violation
122438,39.0,black,female,False,True,False,False,True,Moving Violation
122443,26.0,other,male,True,False,False,True,True,Moving Violation
122447,22.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122463,26.0,black,male,False,False,True,False,True,Moving Violation
122493,50.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
122495,33.0,hispanic,male,False,False,True,False,True,Moving Violation
122528,43.0,hispanic,male,False,False,True,True,True,Moving Violation
122541,45.0,white,male,False,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
122552,27.0,white,male,False,True,False,False,True,Moving Violation
122553,54.0,hispanic,male,False,False,False,False,True,Moving Violation
122560,58.0,black,male,False,True,False,False,True,Moving Violation
122561,49.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122583,36.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122603,23.0,black,male,False,True,False,False,True,Moving Violation
122638,48.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122656,26.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
122676,24.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
122680,27.0,hispanic,male,False,True,False,False,True,Moving Violation
122695,30.0,white,male,False,True,False,False,True,Moving Violation
122697,45.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122719,42.0,white,male,False,True,False,False,True,Moving Violation
122748,32.0,hispanic,male,False,True,False,False,True,Moving Violation
122750,23.0,black,male,True,False,False,False,True,Moving Violation
122767,26.0,black,male,False,True,False,False,True,Moving Violation
122814,45.0,black,male,False,True,False,False,True,Moving Violation
122818,22.0,hispanic,male,False,True,False,False,True,Moving Violation
122822,28.0,black,male,False,False,True,False,True,Moving Violation
122847,39.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122896,21.0,black,male,False,True,False,False,True,Moving Violation
122898,18.0,black,female,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
122901,25.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
122914,34.0,hispanic,male,False,True,False,False,True,Moving Violation
122956,47.0,black,male,False,False,True,False,True,Moving Violation
122957,22.0,black,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
122962,23.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
122968,23.0,black,male,False,True,False,False,True,Moving Violation
123005,40.0,hispanic,male,True,False,False,False,True,Moving Violation
123024,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123025,31.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123028,37.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123030,37.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123032,39.0,black,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
123035,28.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123039,49.0,black,male,True,False,False,True,True,Moving Violation
123052,25.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123108,22.0,asian/pacific islander,male,False,True,False,True,True,Moving Violation
123109,29.0,white,female,False,True,False,False,True,Moving Violation
123110,29.0,white,female,False,True,False,False,True,Moving Violation
123112,35.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123124,19.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123143,29.0,black,male,False,True,False,False,True,Moving Violation
123149,23.0,white,male,False,True,False,False,True,Moving Violation
123157,34.0,white,female,True,False,False,True,True,Moving Violation
123170,26.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123172,28.0,hispanic,male,False,True,False,False,True,Moving Violation
123174,41.0,hispanic,male,True,False,False,True,True,Traffic Collision
123177,38.0,hispanic,male,True,False,False,False,True,Moving Violation
123193,27.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123212,18.0,asian/pacific islander,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123252,20.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123260,28.0,white,male,False,True,False,False,True,Moving Violation
123264,23.0,black,female,False,True,False,False,True,Moving Violation
123281,21.0,black,male,False,False,True,False,True,Moving Violation
123288,49.0,black,male,False,True,False,False,True,Moving Violation
123303,41.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123305,22.0,black,female,False,True,False,False,True,Moving Violation
123310,24.0,asian/pacific islander,male,False,False,False,False,True,Moving Violation
123314,27.0,white,male,False,True,False,False,True,Moving Violation
123318,28.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123336,43.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123345,21.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123354,25.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123384,20.0,black,male,False,True,False,True,True,MPC Violation
123394,30.0,white,female,True,False,False,False,True,Moving Violation
123397,26.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123402,35.0,asian/pacific islander,female,False,False,False,False,True,Moving Violation
123410,31.0,black,male,False,True,False,False,True,Moving Violation
123412,22.0,white,male,False,True,False,True,True,Moving Violation
123436,36.0,hispanic,male,False,True,False,False,True,Moving Violation
123465,23.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123478,23.0,black,male,False,False,False,False,True,Moving Violation
123483,41.0,white,male,False,False,True,True,True,Moving Violation
123490,37.0,hispanic,female,False,False,False,False,True,Moving Violation
123522,26.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123524,57.0,black,male,False,False,False,False,True,Traffic Collision
123534,21.0,hispanic,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123553,27.0,other,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123557,47.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123569,24.0,hispanic,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
123576,57.0,black,male,False,False,False,False,True,Traffic Collision
123577,55.0,other,male,True,False,False,False,True,Moving Violation
123580,45.0,other,male,False,False,False,False,True,Traffic Collision
123676,27.0,other,male,False,False,True,False,True,Moving Violation
123713,23.0,hispanic,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123772,56.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
123789,31.0,white,male,False,False,True,False,True,Moving Violation
123799,31.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123832,31.0,asian/pacific islander,male,False,False,False,False,True,Moving Violation
123867,22.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123888,26.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
123901,30.0,other,male,False,False,True,False,True,Moving Violation
123958,29.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
124017,23.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
124027,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124051,25.0,hispanic,male,False,True,False,False,True,Moving Violation
124054,21.0,black,male,False,True,False,False,True,Moving Violation
124073,54.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124082,18.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124090,48.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
124116,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124124,30.0,black,male,False,False,True,False,True,Moving Violation
