,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_vehicle,reason_for_stop
624307,23.0,white,male,False,False,True,False,True,Moving Violation
624332,23.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624334,25.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624339,49.0,white,male,True,False,False,False,True,Moving Violation
624358,25.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624362,23.0,black,male,False,False,False,False,True,Moving Violation
624387,56.0,asian/pacific islander,male,False,True,False,True,True,Moving Violation
624393,21.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624411,22.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624417,27.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624420,28.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624466,46.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624471,41.0,white,male,False,False,False,True,True,Moving Violation
624476,39.0,white,male,False,False,False,False,True,Moving Violation
624496,34.0,white,male,False,False,True,False,True,Moving Violation
624505,46.0,black,male,False,True,False,False,True,Moving Violation
624551,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624555,27.0,black,female,False,False,True,False,True,Moving Violation
624561,31.0,hispanic,male,False,True,False,False,True,Moving Violation
624597,35.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624609,28.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624619,20.0,white,female,True,False,False,True,True,Moving Violation
624620,19.0,hispanic,male,True,False,False,False,True,Moving Violation
624658,36.0,other,male,False,True,False,False,True,Moving Violation
624662,32.0,white,male,True,False,False,False,True,Moving Violation
624671,29.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624685,19.0,black,male,False,False,True,False,True,Moving Violation
624692,27.0,hispanic,male,False,False,True,False,True,Moving Violation
624712,27.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624725,24.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624768,22.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
624786,31.0,black,male,False,False,True,False,True,Moving Violation
624899,53.0,black,male,False,True,False,True,True,Moving Violation
624904,41.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
624932,27.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625000,37.0,asian/pacific islander,female,True,False,False,True,True,Moving Violation
625008,37.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625012,23.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625027,57.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625033,20.0,other,male,False,True,False,True,True,Moving Violation
625051,34.0,black,male,False,False,True,False,True,Moving Violation
625063,29.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625135,23.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625145,33.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625177,21.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625233,47.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625238,26.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625282,29.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625319,55.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625322,17.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625339,25.0,black,male,False,True,False,False,True,Moving Violation
625342,29.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625414,19.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625419,25.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625442,23.0,other,male,False,True,False,False,True,Moving Violation
625472,35.0,hispanic,male,False,False,True,False,True,Moving Violation
625487,40.0,black,female,False,True,False,False,True,Moving Violation
625503,34.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625533,21.0,hispanic,male,False,True,False,False,True,Moving Violation
625542,29.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625633,25.0,black,male,False,False,True,False,True,Moving Violation
625645,20.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625661,30.0,black,male,False,False,True,False,True,Moving Violation
625662,44.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625703,25.0,white,male,False,False,False,False,True,Traffic Collision
625753,25.0,white,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625765,20.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625785,39.0,hispanic,male,False,True,False,False,True,Moving Violation
625787,48.0,other,male,False,True,False,False,True,Moving Violation
625812,26.0,white,male,False,False,True,False,True,Moving Violation
625856,63.0,asian/pacific islander,male,False,False,True,True,True,Moving Violation
625919,23.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
625935,32.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625944,33.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625945,50.0,white,male,True,False,False,False,True,Moving Violation
625961,26.0,hispanic,male,False,True,False,False,True,Moving Violation
625979,27.0,black,male,False,False,True,False,True,Moving Violation
625984,52.0,white,male,False,True,False,True,True,Moving Violation
625985,29.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
625994,23.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626004,20.0,hispanic,male,False,True,False,False,True,Moving Violation
626009,19.0,black,male,False,False,True,False,True,Moving Violation
626049,20.0,black,male,False,True,False,False,True,Moving Violation
626070,24.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626081,23.0,black,male,False,False,True,False,True,Moving Violation
626106,19.0,black,male,False,False,True,False,True,Moving Violation
626137,35.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626146,84.0,white,female,False,True,False,False,True,Moving Violation
626174,47.0,white,male,False,False,True,False,True,BOLO/APB/Warrant
626175,47.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626177,47.0,black,male,False,False,True,False,True,Moving Violation
626195,22.0,black,male,False,True,False,False,True,Moving Violation
626219,29.0,hispanic,male,False,True,False,False,True,Moving Violation
626327,26.0,white,male,False,True,False,False,True,Moving Violation
626350,24.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626379,32.0,hispanic,male,False,True,False,False,True,Moving Violation
626398,40.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626405,28.0,hispanic,male,False,False,False,False,True,Moving Violation
626411,29.0,black,male,False,False,True,False,True,BOLO/APB/Warrant
626415,18.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
626420,43.0,black,male,False,False,False,False,True,Moving Violation
626426,34.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626443,54.0,black,male,False,False,False,False,True,Moving Violation
626584,48.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626634,55.0,white,male,False,True,False,True,True,Moving Violation
626638,29.0,black,male,False,False,False,False,True,Moving Violation
626671,27.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626689,49.0,asian/pacific islander,female,False,True,False,True,True,Moving Violation
626693,26.0,white,male,False,False,True,False,True,Moving Violation
626696,26.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626697,21.0,hispanic,male,False,True,False,False,True,Moving Violation
626702,20.0,hispanic,male,False,True,False,False,True,Moving Violation
626705,27.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626707,30.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626715,28.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626787,27.0,white,male,False,False,True,False,True,Moving Violation
626813,48.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626856,29.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626878,28.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626880,23.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626885,38.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626895,20.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626902,22.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
626903,48.0,other,male,False,False,True,True,True,Moving Violation
626911,20.0,black,male,False,False,False,False,True,Moving Violation
626926,25.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
626998,23.0,black,male,False,False,True,False,True,Moving Violation
627003,22.0,black,male,False,True,False,False,True,Moving Violation
627021,31.0,white,male,True,False,False,True,True,Moving Violation
627026,31.0,white,male,True,False,False,True,True,Moving Violation
627049,32.0,hispanic,female,False,True,False,False,True,Moving Violation
627073,63.0,other,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627075,19.0,hispanic,male,False,True,False,False,True,Moving Violation
627088,22.0,white,male,False,False,True,False,True,Moving Violation
627094,52.0,other,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627095,36.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627101,41.0,black,male,False,True,False,False,True,Moving Violation
627126,39.0,black,female,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
627151,32.0,other,male,False,True,False,True,True,Moving Violation
627175,18.0,white,male,False,True,False,False,True,Moving Violation
627176,30.0,white,male,False,False,False,True,True,Moving Violation
627180,38.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627189,27.0,black,male,False,True,False,False,True,Moving Violation
627190,36.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627202,33.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627273,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627276,24.0,black,male,False,True,False,False,True,Moving Violation
627289,36.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627313,40.0,black,male,False,True,False,False,True,Moving Violation
627432,19.0,black,female,False,False,False,False,True,Moving Violation
627448,25.0,black,male,False,False,True,False,True,Moving Violation
627450,74.0,white,female,False,True,False,True,True,Moving Violation
627458,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627483,21.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627484,33.0,white,male,False,False,False,False,True,Moving Violation
627503,19.0,white,male,False,False,True,False,True,Moving Violation
627525,21.0,other,male,False,True,False,True,True,Moving Violation
627531,21.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627540,19.0,black,male,False,True,False,False,True,Moving Violation
627547,19.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627548,38.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627550,21.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627585,27.0,hispanic,male,False,False,False,False,True,Moving Violation
627695,26.0,black,male,False,False,True,False,True,Moving Violation
627727,49.0,white,male,False,True,False,True,True,Moving Violation
627745,43.0,black,male,False,True,False,False,True,Moving Violation
627833,31.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627844,42.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627858,54.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627868,24.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627875,42.0,white,male,True,False,False,False,True,Moving Violation
627893,30.0,black,male,False,False,False,False,True,Moving Violation
627900,50.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627914,29.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627916,32.0,hispanic,male,False,False,False,False,True,Moving Violation
627924,25.0,other,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
627961,36.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
627962,50.0,black,male,False,False,True,False,True,MPC Violation
627974,26.0,hispanic,male,False,False,False,False,True,Moving Violation
628083,32.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628089,53.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628143,43.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628151,35.0,white,female,False,True,False,False,True,Moving Violation
628189,43.0,hispanic,male,False,True,False,True,True,Moving Violation
628210,34.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628218,58.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628221,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628228,26.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628298,22.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628312,42.0,black,male,False,False,True,False,True,Moving Violation
628318,34.0,black,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
628319,21.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628330,21.0,hispanic,male,False,False,False,False,True,Moving Violation
628343,22.0,black,male,False,False,False,False,True,Moving Violation
628348,31.0,black,male,False,False,True,False,True,Moving Violation
628351,26.0,hispanic,male,False,True,False,False,True,Moving Violation
628362,52.0,other,female,False,False,True,False,True,Moving Violation
628410,38.0,black,male,False,True,False,False,True,Moving Violation
628416,23.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628461,61.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628519,33.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628526,22.0,other,male,False,True,False,False,True,Moving Violation
628527,43.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628544,31.0,hispanic,male,False,False,True,False,True,Moving Violation
628548,27.0,black,male,False,False,True,False,True,Moving Violation
628551,26.0,black,male,False,False,True,False,True,Moving Violation
628555,23.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628559,24.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628578,23.0,black,male,False,True,False,False,True,Moving Violation
628584,31.0,hispanic,male,False,False,True,False,True,Moving Violation
628601,27.0,hispanic,male,False,False,True,False,True,Moving Violation
628604,49.0,black,male,False,False,True,False,True,Moving Violation
628665,27.0,white,male,False,False,False,False,True,Moving Violation
628698,32.0,hispanic,female,False,True,False,True,True,Moving Violation
628726,44.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628743,51.0,black,male,False,False,True,False,True,Moving Violation
628794,31.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628797,34.0,hispanic,male,False,True,False,False,True,Moving Violation
628801,19.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628824,27.0,hispanic,male,False,False,True,False,True,Moving Violation
628853,31.0,hispanic,male,True,False,False,False,True,Moving Violation
628861,26.0,other,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628910,44.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628911,45.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628928,32.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
628938,33.0,black,male,False,False,True,False,True,Moving Violation
628942,22.0,black,male,False,False,True,False,True,Moving Violation
628946,24.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628970,30.0,black,male,False,True,False,False,True,Moving Violation
628973,57.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
628978,20.0,white,male,True,False,False,True,True,Moving Violation
628998,22.0,white,male,False,False,True,True,True,Moving Violation
629007,35.0,white,male,True,False,False,False,True,Moving Violation
629016,32.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629033,27.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629034,39.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629051,23.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629053,21.0,other,male,False,True,False,True,True,Moving Violation
629123,24.0,white,female,False,True,True,False,True,Mechanical or Non-Moving Violation (V.C.)
629132,29.0,asian/pacific islander,male,False,False,True,False,True,Moving Violation
629146,50.0,white,male,False,False,True,False,True,Moving Violation
629147,32.0,other,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
629152,37.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
629162,41.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629200,19.0,other,female,False,True,False,True,True,Moving Violation
629225,52.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
629230,19.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
629251,35.0,white,male,False,True,False,True,True,Moving Violation
629286,35.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629290,30.0,black,male,False,False,True,False,True,Moving Violation
629304,41.0,hispanic,male,False,True,False,True,True,Moving Violation
629315,30.0,hispanic,male,False,True,False,False,True,Moving Violation
629338,28.0,asian/pacific islander,male,False,False,False,False,True,Moving Violation
629350,24.0,black,male,False,False,False,False,True,Assistance to Motorist
629376,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629396,29.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629445,27.0,black,male,False,False,False,False,True,Moving Violation
629448,18.0,hispanic,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
629519,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629536,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629545,18.0,black,male,False,False,True,False,True,Moving Violation
629553,19.0,hispanic,male,False,False,True,False,True,Moving Violation
629562,43.0,black,male,False,False,True,False,True,Moving Violation
629568,28.0,hispanic,male,False,False,True,True,True,Moving Violation
629569,41.0,other,male,False,True,False,True,True,Moving Violation
629570,51.0,hispanic,male,False,True,False,False,True,Moving Violation
629600,46.0,hispanic,male,False,True,False,False,True,Moving Violation
629635,75.0,white,male,False,True,False,True,True,Moving Violation
629644,54.0,white,male,False,True,False,True,True,Moving Violation
629651,47.0,hispanic,male,False,True,False,False,True,Moving Violation
629656,39.0,white,female,False,True,False,False,True,Moving Violation
629658,63.0,white,male,False,False,True,True,True,Moving Violation
629666,19.0,other,male,False,True,False,True,True,Moving Violation
629671,44.0,other,female,False,True,False,False,True,Moving Violation
629675,65.0,asian/pacific islander,male,False,False,True,True,True,Moving Violation
629687,42.0,white,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629704,38.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
629761,32.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)|BOLO/APB/Warrant
629775,18.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629783,19.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
629786,23.0,black,male,False,False,False,False,True,Moving Violation
629826,29.0,hispanic,female,True,False,False,False,True,Traffic Collision
629863,35.0,black,male,False,False,True,False,True,Moving Violation
629879,38.0,black,male,False,False,True,False,True,Moving Violation
629907,22.0,hispanic,male,False,False,True,False,True,Moving Violation
629912,21.0,white,male,False,True,False,True,True,Moving Violation
629927,21.0,black,male,False,False,False,True,True,Moving Violation
629964,21.0,black,female,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
629968,38.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630034,57.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630043,31.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630224,20.0,black,male,False,True,False,False,True,Moving Violation
630228,27.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630235,50.0,black,male,False,False,False,False,True,BOLO/APB/Warrant
630236,28.0,white,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630243,23.0,asian/pacific islander,female,False,False,True,False,True,Moving Violation
630251,22.0,black,male,False,False,True,False,True,Moving Violation
630282,27.0,black,male,False,False,False,False,True,Moving Violation
630366,22.0,black,male,False,True,False,False,True,Moving Violation
630378,42.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630391,62.0,hispanic,male,False,True,False,True,True,Moving Violation
630404,30.0,black,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
630416,27.0,asian/pacific islander,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
630433,52.0,other,male,False,False,False,False,True,Moving Violation
630438,27.0,white,male,True,False,False,False,True,Moving Violation
630450,26.0,black,male,False,False,True,False,True,Moving Violation
630464,33.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630494,33.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630535,24.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630544,19.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630575,42.0,black,male,False,True,False,False,True,Moving Violation
630582,52.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630583,35.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630598,23.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630623,36.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630716,34.0,white,male,True,False,False,False,True,Moving Violation
630731,33.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630736,22.0,other,female,False,False,True,True,True,Moving Violation
630741,23.0,black,male,False,False,True,False,True,Moving Violation
630743,54.0,white,male,True,False,False,True,True,Moving Violation
630749,27.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630751,20.0,black,male,False,True,False,False,True,Moving Violation
630757,42.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630775,33.0,other,female,False,True,False,False,True,Moving Violation
630781,22.0,black,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
630789,46.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630807,54.0,black,male,False,True,False,False,True,Moving Violation
630808,22.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630815,39.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630823,40.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630830,23.0,black,female,False,True,False,False,True,Moving Violation
630867,26.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630898,40.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
630909,40.0,white,male,False,True,False,False,True,Moving Violation
630918,64.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
630955,42.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631027,35.0,black,female,False,False,False,False,True,Moving Violation
631057,20.0,asian/pacific islander,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631087,28.0,black,male,False,False,True,False,True,Moving Violation
631129,60.0,asian/pacific islander,male,False,False,True,False,True,Moving Violation
631140,26.0,hispanic,male,False,False,True,False,True,Moving Violation
631157,32.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631202,20.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631205,31.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631263,69.0,black,male,False,False,True,False,True,Moving Violation
631338,42.0,white,male,False,False,True,False,True,Moving Violation
631351,36.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631360,21.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631365,63.0,other,female,False,True,False,True,True,Moving Violation
631385,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631402,32.0,hispanic,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
631423,36.0,hispanic,male,False,True,False,False,True,Moving Violation
631432,43.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631434,24.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631445,21.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631450,22.0,black,male,False,False,True,False,True,Moving Violation
631470,15.0,hispanic,male,True,False,False,True,True,Moving Violation
631474,31.0,hispanic,male,False,True,False,False,True,Moving Violation
631519,26.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631546,35.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631550,35.0,white,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631567,19.0,black,male,False,True,False,False,True,Moving Violation
631569,34.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631578,30.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631599,32.0,white,female,False,False,True,False,True,Moving Violation
631608,22.0,hispanic,female,False,False,False,False,True,Traffic Collision
631619,21.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631628,24.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631635,33.0,black,female,False,True,False,True,True,Moving Violation
631649,51.0,asian/pacific islander,female,False,False,True,True,True,Moving Violation
631660,33.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631663,66.0,black,male,False,False,True,False,True,MPC Violation
631698,41.0,white,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631713,23.0,black,male,False,False,True,False,True,Moving Violation
631743,30.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631744,21.0,white,male,False,False,True,True,True,MPC Violation
631828,40.0,white,male,False,False,False,False,True,Moving Violation
631848,27.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631863,47.0,white,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
631896,40.0,white,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631911,26.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
631918,42.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
631932,24.0,white,male,False,False,False,False,True,Moving Violation
631935,56.0,hispanic,male,False,False,False,False,True,Moving Violation
